id,name,version,type,issuesCritical,issuesHigh,issuesMedium,issuesLow,dependenciesWithIssues,licenses,projects,license urls,latestVersion,latestVersionPublishedDate,firstPublishedDate,isDeprecated
0no-co/graphql.web@1.0.4,0no-co/graphql.web,1.0.4,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.0.7,2024-04-18T12:22:15.629Z,2023-03-20T05:02:11.420Z,
abort-controller@3.0.0,abort-controller,3.0.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,3.0.0,2019-03-30T09:15:32.384Z,2017-09-29T04:07:35.761Z,
accepts@1.3.8,accepts,1.3.8,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,1.3.8,2022-02-02T23:52:08.772Z,2013-12-27T21:42:44.260Z,
acorn@8.10.0,acorn,8.10.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,8.12.1,2024-07-03T06:13:12.194Z,2012-09-24T10:10:49.310Z,
acorn@8.12.1,acorn,8.12.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,8.12.1,2024-07-03T06:13:12.194Z,2012-09-24T10:10:49.310Z,
acorn-jsx@5.3.2,acorn-jsx,5.3.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,5.3.2,2021-07-09T01:15:57.512Z,2014-07-11T07:44:05.808Z,
agent-base@6.0.2,agent-base,6.0.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,7.1.1,2024-03-30T01:31:40.164Z,2013-07-09T20:14:39.860Z,
aggregate-error@3.1.0,aggregate-error,3.1.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,5.0.0,2023-09-14T06:53:27.142Z,2016-09-13T05:00:15.085Z,
ajv@6.12.6,ajv,6.12.6,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,8.17.1,2024-07-12T20:42:13.485Z,2015-05-29T22:33:14.989Z,
ajv@8.15.0,ajv,8.15.0,npm,0,0,0,0,,MIT,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:MIT,8.17.1,2024-07-12T20:42:13.485Z,2015-05-29T22:33:14.989Z,
ajv-formats@3.0.1,ajv-formats,3.0.1,npm,0,0,0,0,,MIT,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:MIT,3.0.1,2024-03-30T11:30:26.728Z,2020-01-14T17:57:34.978Z,
ampproject/remapping@2.2.1,ampproject/remapping,2.2.1,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,2.3.0,2024-03-01T09:10:39.024Z,2019-08-08T17:52:34.963Z,
ampproject/remapping@2.3.0,ampproject/remapping,2.3.0,npm,0,0,0,0,,Apache-2.0,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json",https://app.snyk.io/vuln/snyk:lic:Apache-2.0,2.3.0,2024-03-01T09:10:39.024Z,2019-08-08T17:52:34.963Z,
androidx.appcompat:appcompat@1.6.1,androidx.appcompat:appcompat,1.6.1,maven,0,0,0,0,,,hashgraph/hedera-sdk-java:example-android/app/build.gradle,,,,,
androidx.constraintlayout:constraintlayout@2.1.4,androidx.constraintlayout:constraintlayout,2.1.4,maven,0,0,0,0,,,hashgraph/hedera-sdk-java:example-android/app/build.gradle,,,,,
androidx.core:core-ktx@1.10.1,androidx.core:core-ktx,1.10.1,maven,0,0,0,0,,,hashgraph/hedera-sdk-java:example-android/app/build.gradle,,,,,
androidx.lifecycle:lifecycle-runtime-ktx@2.6.1,androidx.lifecycle:lifecycle-runtime-ktx,2.6.1,maven,0,0,0,0,,,hashgraph/hedera-sdk-java:example-android/app/build.gradle,,,,,
androidx.lifecycle:lifecycle-viewmodel-ktx@2.6.1,androidx.lifecycle:lifecycle-viewmodel-ktx,2.6.1,maven,0,0,0,0,,,hashgraph/hedera-sdk-java:example-android/app/build.gradle,,,,,
anser@1.4.10,anser,1.4.10,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,2.1.1,2022-02-02T20:30:25.349Z,2016-04-24T09:05:44.901Z,
ansi-colors@4.1.1,ansi-colors,4.1.1,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-tck:package.json",https://app.snyk.io/vuln/snyk:lic:MIT,4.1.3,2022-05-16T15:48:22.352Z,2015-11-30T17:41:48.492Z,
ansi-escapes@4.3.2,ansi-escapes,4.3.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,7.0.0,2024-05-02T20:54:16.807Z,2015-08-14T15:26:46.205Z,
ansi-fragments@0.2.1,ansi-fragments,0.2.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,0.2.1,2019-04-07T09:48:25.937Z,2019-01-08T00:40:43.322Z,
ansi-regex@4.1.1,ansi-regex,4.1.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,6.0.1,2021-09-10T20:25:05.514Z,2014-06-03T16:59:22.332Z,
ansi-regex@5.0.1,ansi-regex,5.0.1,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,6.0.1,2021-09-10T20:25:05.514Z,2014-06-03T16:59:22.332Z,
ansi-sequence-parser@1.1.1,ansi-sequence-parser,1.1.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.1.1,2023-07-26T23:38:45.769Z,2023-01-29T02:47:28.950Z,
ansi-styles@3.2.1,ansi-styles,3.2.1,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,6.2.1,2022-10-12T16:34:06.647Z,2013-07-31T23:00:29.145Z,
ansi-styles@4.3.0,ansi-styles,4.3.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,6.2.1,2022-10-12T16:34:06.647Z,2013-07-31T23:00:29.145Z,
ansi-styles@5.2.0,ansi-styles,5.2.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,6.2.1,2022-10-12T16:34:06.647Z,2013-07-31T23:00:29.145Z,
anymatch@3.1.2,anymatch,3.1.2,npm,0,0,0,0,,ISC,hashgraph/hedera-sdk-tck:package.json,https://app.snyk.io/vuln/snyk:lic:ISC,3.1.3,2022-11-21T18:21:37.586Z,2013-11-25T16:08:38.502Z,
anymatch@3.1.3,anymatch,3.1.3,npm,0,0,0,0,,ISC,"hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:ISC,3.1.3,2022-11-21T18:21:37.586Z,2013-11-25T16:08:38.502Z,
any-promise@1.3.0,any-promise,1.3.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.3.0,2016-05-08T12:15:06.060Z,2014-11-06T01:20:39.140Z,
aopalliance:aopalliance@1.0,aopalliance:aopalliance,1.0,maven,0,0,0,0,,Public-Domain,hashgraph/hedera-sdk-java:examples/build.gradle,https://app.snyk.io/vuln/snyk:lic:Public-Domain,1.0,2005-08-01T09:23:54.000Z,2005-08-01T09:23:54.000Z,
appdirsjs@1.2.7,appdirsjs,1.2.7,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.2.7,2022-07-08T14:15:18.385Z,2020-10-24T18:21:46.777Z,
application-config-path@0.1.1,application-config-path,0.1.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.0.0,2023-01-06T14:08:50.989Z,2015-07-17T18:25:36.278Z,
are-docs-informative@0.0.2,are-docs-informative,0.0.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,0.0.2,2023-04-11T18:41:29.586Z,2023-04-11T15:28:35.286Z,
arg@4.1.0,arg,4.1.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,5.0.2,2022-06-05T18:20:09.200Z,2012-06-01T15:39:02.676Z,
argparse@1.0.10,argparse,1.0.10,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,2.0.1,2020-08-28T21:14:26.713Z,2012-05-16T20:16:27.775Z,
argparse@2.0.1,argparse,2.0.1,npm,0,0,0,0,,Python-2.0,"hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:Python-2.0,2.0.1,2020-08-28T21:14:26.713Z,2012-05-16T20:16:27.775Z,
array-buffer-byte-length@1.0.1,array-buffer-byte-length,1.0.1,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json",https://app.snyk.io/vuln/snyk:lic:MIT,1.0.1,2024-02-03T23:32:02.101Z,2023-02-28T20:50:50.018Z,
arraybuffer.prototype.slice@1.0.3,arraybuffer.prototype.slice,1.0.3,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json",https://app.snyk.io/vuln/snyk:lic:MIT,1.0.3,2024-02-05T07:49:53.134Z,2023-07-09T16:08:11.139Z,
array-flatten@1.1.1,array-flatten,1.1.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,3.0.0,2019-11-21T05:14:39.925Z,2014-03-16T01:38:15.278Z,
array-includes@3.1.8,array-includes,3.1.8,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,3.1.8,2024-03-20T20:47:32.396Z,2015-01-04T09:18:18.192Z,
array.prototype.findlastindex@1.2.5,array.prototype.findlastindex,1.2.5,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.2.5,2024-03-19T17:22:14.969Z,2021-07-14T06:37:50.147Z,
array.prototype.flat@1.3.2,array.prototype.flat,1.3.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.3.2,2023-09-06T04:08:04.928Z,2018-05-22T18:41:05.532Z,
array.prototype.flatmap@1.3.2,array.prototype.flatmap,1.3.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,1.3.2,2023-09-07T04:07:00.782Z,2017-10-01T09:00:52.465Z,
array-union@2.1.0,array-union,2.1.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,3.0.1,2021-03-01T18:43:09.121Z,2014-06-19T15:37:29.885Z,
asap@2.0.6,asap,2.0.6,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,2.0.6,2017-07-10T15:21:36.791Z,2013-06-12T00:37:42.056Z,
asn1js@3.0.5,asn1js,3.0.5,npm,0,0,0,0,,BSD-3-Clause,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json, hashgraph/hedera-sdk-js:packages/cryptography/package.json",https://app.snyk.io/vuln/snyk:lic:BSD-3-Clause,3.0.5,2022-05-20T12:35:10.507Z,2014-07-16T11:03:18.975Z,
assertion-error@1.1.0,assertion-error,1.1.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:common_js_test/package.json, hashgraph/hedera-sdk-tck:package.json",https://app.snyk.io/vuln/snyk:lic:MIT,2.0.1,2023-10-18T18:04:13.507Z,2013-04-07T22:59:41.018Z,
ast-metadata-inferer@0.8.0,ast-metadata-inferer,0.8.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,0.8.0,2023-02-09T06:56:06.422Z,2018-06-29T02:22:32.263Z,
astral-regex@1.0.0,astral-regex,1.0.0,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,2.0.0,2019-04-05T10:44:47.115Z,2017-07-21T14:16:59.241Z,
ast-types@0.15.2,ast-types,0.15.2,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,0.14.2,2020-09-12T19:06:48.484Z,2013-04-24T17:48:55.314Z,
async@3.2.4,async,3.2.4,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,3.2.5,2023-11-03T22:11:06.054Z,2010-12-19T16:41:51.765Z,
asynckit@0.4.0,asynckit,0.4.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-js:examples/package.json, hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,0.4.0,2016-06-14T18:29:05.418Z,2016-05-18T23:25:43.646Z,
async-limiter@1.0.1,async-limiter,1.0.1,npm,0,0,0,0,,MIT,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:MIT,2.0.0,2019-11-20T17:39:05.353Z,2017-09-11T16:57:49.546Z,
at-least-node@1.0.0,at-least-node,1.0.0,npm,0,0,0,0,,ISC,hashgraph/hedera-sdk-js:examples/react-native-example/package.json,https://app.snyk.io/vuln/snyk:lic:ISC,1.0.0,2020-02-01T22:11:36.789Z,2020-02-01T22:11:36.651Z,
atomic-sleep@1.0.0,atomic-sleep,1.0.0,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:package.json, hashgraph/hedera-sdk-tck:package.json, hashgraph/hedera-nft-sdk(main):package.json, hashgraph/hedera-sdk-js:examples/react-native-example/package.json",https://app.snyk.io/vuln/snyk:lic:MIT,1.0.0,2020-03-09T18:56:01.508Z,2020-03-09T18:56:01.396Z,
available-typed-arrays@1.0.7,available-typed-arrays,1.0.7,npm,0,0,0,0,,MIT,"hashgraph/hedera-sdk-js:examples/simple_rest_signature_provider/package.json, hashgraph/hedera-nft-sdk(main):package.json",https://app.snyk.io/vuln/snyk:lic:MIT,1.0.7,2024-02-19T23:54:30.736Z,2020-01-24T09:29:59.840Z,
aws-crypto/crc32@3.0.0,aws-crypto/crc32,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:46.959Z,2018-11-07T20:34:53.846Z,
aws-crypto/crc32c@3.0.0,aws-crypto/crc32c,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:47.063Z,2021-08-24T16:53:03.117Z,
aws-crypto/ie11-detection@3.0.0,aws-crypto/ie11-detection,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,4.0.0,2023-02-20T20:08:33.638Z,2018-11-07T20:35:53.699Z,
aws-crypto/sha1-browser@3.0.0,aws-crypto/sha1-browser,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:47.013Z,2021-09-17T00:14:03.021Z,
aws-crypto/sha256-browser@3.0.0,aws-crypto/sha256-browser,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:49.151Z,2018-11-07T20:37:39.526Z,
aws-crypto/sha256-js@3.0.0,aws-crypto/sha256-js,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:46.966Z,2018-11-07T20:38:07.462Z,
aws-crypto/supports-web-crypto@3.0.0,aws-crypto/supports-web-crypto,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:45.390Z,2018-11-07T20:39:09.532Z,
aws-crypto/util@3.0.0,aws-crypto/util,3.0.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,5.2.0,2023-10-16T19:44:45.324Z,2021-09-17T00:14:02.829Z,
aws-sdk/client-s3@3.515.0,aws-sdk/client-s3,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:19:47.014Z,2020-01-14T06:19:30.816Z,
aws-sdk/client-sso@3.515.0,aws-sdk/client-sso,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:37.628Z,2020-01-08T03:14:16.291Z,
aws-sdk/client-sso-oidc@3.515.0,aws-sdk/client-sso-oidc,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:46.704Z,2020-01-08T03:14:16.311Z,
aws-sdk/client-sts@3.515.0,aws-sdk/client-sts,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:46.772Z,2020-01-17T03:17:04.952Z,
aws-sdk/core@3.513.0,aws-sdk/core,3.513.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:37.905Z,2023-10-16T19:23:25.731Z,
aws-sdk/credential-provider-env@3.515.0,aws-sdk/credential-provider-env,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.1,2024-07-29T19:08:59.393Z,2018-11-19T23:23:01.825Z,
aws-sdk/credential-provider-http@3.515.0,aws-sdk/credential-provider-http,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.622.0,2024-08-01T19:17:18.939Z,2023-09-28T19:14:59.855Z,
aws-sdk/credential-provider-ini@3.515.0,aws-sdk/credential-provider-ini,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:37.425Z,2018-11-19T23:23:06.599Z,
aws-sdk/credential-provider-node@3.515.0,aws-sdk/credential-provider-node,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:45.631Z,2018-11-19T23:23:53.320Z,
aws-sdk/credential-provider-process@3.515.0,aws-sdk/credential-provider-process,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.1,2024-07-29T19:08:59.422Z,2019-07-12T19:00:23.025Z,
aws-sdk/credential-provider-sso@3.515.0,aws-sdk/credential-provider-sso,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:37.454Z,2021-02-26T00:31:47.318Z,
aws-sdk/credential-provider-web-identity@3.515.0,aws-sdk/credential-provider-web-identity,3.515.0,npm,0,0,0,0,fast-xml-parser@4.2.5,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.621.0,2024-07-30T19:12:12.223Z,2021-03-27T00:21:53.642Z,
aws-sdk/lib-storage@3.515.0,aws-sdk/lib-storage,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:21:24.582Z,2020-10-19T23:27:07.266Z,
aws-sdk/middleware-bucket-endpoint@3.515.0,aws-sdk/middleware-bucket-endpoint,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:33:45.862Z,2020-01-08T03:08:16.057Z,
aws-sdk/middleware-expect-continue@3.515.0,aws-sdk/middleware-expect-continue,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:33:45.581Z,2018-11-19T23:23:20.633Z,
aws-sdk/middleware-flexible-checksums@3.515.0,aws-sdk/middleware-flexible-checksums,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:33:55.030Z,2022-02-25T02:10:20.570Z,
aws-sdk/middleware-host-header@3.515.0,aws-sdk/middleware-host-header,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:33:54.735Z,2020-01-08T03:08:16.056Z,
aws-sdk/middleware-location-constraint@3.515.0,aws-sdk/middleware-location-constraint,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.609.0,2024-07-02T19:11:20.683Z,2020-01-08T03:07:43.329Z,
aws-sdk/middleware-logger@3.515.0,aws-sdk/middleware-logger,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.609.0,2024-07-02T19:11:20.455Z,2020-09-01T21:19:03.909Z,
aws-sdk/middleware-recursion-detection@3.515.0,aws-sdk/middleware-recursion-detection,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:33:54.821Z,2022-06-06T21:51:16.821Z,
aws-sdk/middleware-sdk-s3@3.515.0,aws-sdk/middleware-sdk-s3,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.624.0,2024-08-05T19:12:37.692Z,2019-09-09T17:34:51.098Z,
aws-sdk/middleware-signing@3.515.0,aws-sdk/middleware-signing,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.620.0,2024-07-25T20:34:04.220Z,2020-01-08T03:08:50.481Z,
aws-sdk/middleware-ssec@3.515.0,aws-sdk/middleware-ssec,3.515.0,npm,0,0,0,0,,Apache-2.0,hashgraph/hedera-nft-sdk(main):package.json,https://app.snyk.io/vuln/snyk:lic:Apache-2.0,3.609.0,2024-07-02T19:11:29.115Z,2020-01-08T03:07:51.422Z,
